Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-91.55987223,45.10371747,K-3,<1>,P9492AM-PBXP,244,178.61,15.00,8.804,2.000,1140.8,On,3.001,Yes,10/23/2024,0.00,0.00,26,178.61,RTK Fixed,6.000,1.800,1.200,2.200,13.00,14.63,52.41,504.90,2,8576.1,153.15,8576.1,153.15,5.457,835.68,10/23/2024
-91.55987237,45.10369222,K-3,<1>,P9492AM-PBXP,245,179.94,15.00,9.963,2.000,1140.5,On,3.396,Yes,10/23/2024,0.00,0.00,26,179.94,RTK Fixed,6.000,1.800,1.200,2.200,12.55,15.20,52.41,501.60,2,7299.2,130.34,7316.4,130.65,6.175,806.80,10/23/2024
-91.55987281,45.10366691,K-3,<1>,P9492AM-PBXP,246,181.49,15.00,8.246,2.000,1140.3,On,2.811,Yes,10/23/2024,0.00,0.00,26,181.49,RTK Fixed,6.000,1.800,1.200,2.200,11.57,14.47,52.41,502.60,2,8147.8,145.50,8147.8,145.50,5.111,743.64,10/23/2024
-91.55987313,45.10364165,K-3,<1>,P9492AM-PBXP,247,181.39,15.00,9.345,2.000,1140.0,On,3.186,Yes,10/23/2024,0.00,0.00,26,181.39,RTK Fixed,6.000,1.800,1.200,2.200,13.68,15.07,52.41,501.50,2,8493.8,151.67,8500.7,151.80,5.792,879.26,10/23/2024
-91.55987436,45.10361540,K-3,<1>,P9492AM-PBXP,248,180.61,15.00,10.52,2.000,1139.5,On,3.588,Yes,10/23/2024,0.00,0.00,26,180.61,RTK Fixed,6.000,1.800,1.200,2.200,16.49,14.50,51.69,500.70,2,9100.2,162.50,9100.2,162.50,6.523,1060.1,10/23/2024
-91.55987655,45.10359008,K-3,<1>,P9492AM-PBXP,249,182.70,15.00,9.301,2.000,1139.3,On,3.171,Yes,10/23/2024,0.00,0.00,26,182.70,RTK Fixed,6.000,1.800,1.200,2.200,13.88,15.39,52.41,501.00,2,8628.9,154.09,8668.4,154.79,5.765,892.41,10/23/2024
-91.55987850,45.10356433,K-3,<1>,P9492AM-PBXP,250,182.50,15.00,9.365,2.000,1138.9,On,3.193,Yes,10/23/2024,0.00,0.00,26,182.50,RTK Fixed,6.000,1.800,1.200,2.200,12.68,15.36,52.41,500.80,2,7833.9,139.89,7867.1,140.48,5.805,815.47,10/23/2024
-91.55988038,45.10353946,K-3,<1>,P9492AM-PBXP,251,182.47,15.00,9.039,2.000,1138.8,On,3.081,Yes,10/23/2024,0.00,0.00,26,182.47,RTK Fixed,6.000,1.800,1.200,2.200,11.60,15.10,52.41,499.40,2,7447.8,133.00,7457.0,133.16,5.602,746.03,10/23/2024
-91.55988207,45.10351269,K-3,<1>,P9492AM-PBXP,252,183.01,15.00,10.73,2.000,1138.4,On,3.658,Yes,10/23/2024,0.00,0.00,26,183.01,RTK Fixed,6.000,1.800,1.200,2.200,10.57,15.17,51.69,499.60,2,5708.1,101.93,5719.5,102.14,6.651,679.29,10/23/2024
-91.55988419,45.10348518,K-3,<1>,P9492AM-PBXP,253,182.37,15.00,9.624,2.000,1138.1,On,3.281,Yes,10/23/2024,0.00,0.00,26,182.37,RTK Fixed,6.000,1.800,1.200,2.200,9.494,15.49,52.41,500.10,2,5696.9,101.73,5729.8,102.32,5.965,610.35,10/23/2024
-91.55988570,45.10345598,K-3,<1>,P9492AM-PBXP,254,182.96,15.00,10.15,2.000,1137.4,On,3.460,Yes,10/23/2024,0.00,0.00,26,182.96,RTK Fixed,6.000,1.800,1.200,2.200,8.934,14.05,52.41,501.50,2,5111.7,91.28,5111.7,91.28,6.292,574.31,10/23/2024
-91.55988708,45.10342750,K-3,<1>,P9492AM-PBXP,255,183.09,15.00,11.37,2.000,1136.8,On,3.877,Yes,10/23/2024,0.00,0.00,26,183.09,RTK Fixed,6.000,1.800,1.200,2.200,9.047,15.04,52.41,502.30,2,4617.9,82.46,4620.1,82.50,7.050,581.62,10/23/2024
-91.55988794,45.10339748,K-3,<1>,P9492AM-PBXP,256,180.06,15.00,11.17,2.000,1136.0,On,3.810,Yes,10/23/2024,0.00,0.00,26,180.06,RTK Fixed,6.000,1.800,1.200,2.200,10.45,15.52,51.69,504.50,2,5398.4,96.40,5431.5,96.99,6.927,671.81,10/23/2024
-91.55988934,45.10336757,K-3,<1>,P9492AM-PBXP,257,181.81,15.00,11.24,2.000,1135.3,On,3.832,Yes,10/23/2024,0.00,0.00,25,181.81,RTK Fixed,6.000,1.800,1.200,2.200,11.72,14.24,51.69,504.60,2,6055.7,108.14,6055.7,108.14,6.967,753.42,10/23/2024
-91.55989046,45.10333732,K-3,<1>,P9492AM-PBXP,258,181.04,15.00,10.96,2.000,1134.4,On,3.737,Yes,10/23/2024,0.00,0.00,25,181.04,RTK Fixed,6.000,1.800,1.200,2.200,12.08,14.69,51.69,505.70,2,6400.2,114.29,6400.2,114.29,6.794,776.53,10/23/2024
-91.55989127,45.10330922,K-3,<1>,P9492AM-PBXP,259,178.95,15.00,11.73,2.000,1134.0,On,4.000,Yes,10/23/2024,0.00,0.00,25,178.95,RTK Fixed,6.000,1.800,1.200,2.200,12.36,13.92,51.69,504.70,2,6115.4,109.20,6115.4,109.20,7.273,794.28,10/23/2024
-91.55989304,45.10327880,K-3,<1>,P9492AM-PBXP,260,182.40,15.00,10.02,2.000,1133.2,On,3.417,Yes,10/23/2024,0.00,0.00,25,182.40,RTK Fixed,6.000,1.800,1.200,2.200,14.51,14.84,52.41,505.00,2,8405.4,150.10,8405.4,150.10,6.213,932.48,10/23/2024
-91.55989470,45.10324886,K-3,<1>,P9492AM-PBXP,261,183.44,15.00,10.24,2.000,1132.4,On,3.491,Yes,10/23/2024,0.00,0.00,25,183.44,RTK Fixed,6.000,1.800,1.200,2.200,15.77,14.20,51.69,504.00,2,8942.7,159.69,8942.7,159.69,6.348,1013.7,10/23/2024
-91.55989470,45.10321942,K-3,<1>,P9492AM-PBXP,262,179.04,15.00,11.10,2.000,1131.8,On,3.785,Yes,10/23/2024,0.00,0.00,25,179.04,RTK Fixed,6.000,1.800,1.200,2.200,14.53,14.84,52.41,503.50,2,7600.4,135.72,7600.4,135.72,6.881,933.95,10/23/2024
-91.55989610,45.10318985,K-3,<1>,P9492AM-PBXP,263,181.39,15.00,9.822,2.000,1131.2,On,3.349,Yes,10/23/2024,0.00,0.00,25,181.39,RTK Fixed,6.000,1.800,1.200,2.200,15.14,14.45,52.41,502.70,2,8949.8,159.82,8949.8,159.82,6.088,973.02,10/23/2024
-91.55989805,45.10316090,K-3,<1>,P9492AM-PBXP,264,180.69,15.00,10.80,2.000,1130.6,On,3.683,Yes,10/23/2024,0.00,0.00,26,180.69,RTK Fixed,6.000,1.800,1.200,2.200,16.29,14.84,52.41,499.80,2,8756.7,156.37,8756.7,156.37,6.696,1047.1,10/23/2024
-91.55990077,45.10313209,K-3,<1>,P9492AM-PBXP,265,184.11,15.00,11.50,2.000,1130.1,On,3.920,Yes,10/23/2024,0.00,0.00,26,184.11,RTK Fixed,6.000,1.800,1.200,2.200,13.53,14.07,52.41,501.80,2,6836.6,122.08,6836.6,122.08,7.127,870.03,10/23/2024
-91.55990238,45.10310363,K-3,<1>,P9492AM-PBXP,266,182.00,15.00,11.19,2.000,1129.6,On,3.815,Yes,10/23/2024,0.00,0.00,26,182.00,RTK Fixed,6.000,1.800,1.200,2.200,15.90,15.41,53.31,501.20,2,8216.1,146.72,8255.7,147.42,6.936,1022.5,10/23/2024
-91.55990279,45.10307559,K-3,<1>,P9492AM-PBXP,267,179.90,15.00,10.29,2.000,1129.5,On,3.507,Yes,10/23/2024,0.00,0.00,26,179.90,RTK Fixed,6.000,1.800,1.200,2.200,18.72,14.96,53.31,500.40,2,10569,188.73,10569,188.73,6.376,1203.4,10/23/2024
-91.55990236,45.10304695,K-3,<1>,P9492AM-PBXP,268,178.68,15.00,10.04,2.000,1129.1,On,3.421,Yes,10/23/2024,0.00,0.00,26,178.68,RTK Fixed,6.000,1.800,1.200,2.200,13.33,14.58,53.31,499.20,2,7713.6,137.74,7713.6,137.74,6.220,856.83,10/23/2024
-91.55980246,45.10307782,K-3,<1>,P9492AM-PBXP,269,87.46,15.00,10.97,2.000,1128.9,On,3.739,Yes,10/23/2024,0.00,0.00,26,87.46,RTK Fixed,6.000,1.800,1.200,2.200,15.53,15.53,53.31,502.70,3,8171.4,145.92,8222.8,146.84,6.799,998.32,10/23/2024
-91.55975972,45.10307898,K-3,<1>,P9492AM-PBXP,270,87.44,15.00,10.96,2.000,1128.8,On,3.736,Yes,10/23/2024,0.00,0.00,26,87.44,RTK Fixed,6.000,1.800,1.200,2.200,14.55,15.60,53.31,501.60,3,7659.4,136.78,7713.5,137.74,6.792,935.56,10/23/2024
-91.55971725,45.10308016,K-3,<1>,P9492AM-PBXP,271,87.77,15.00,10.85,2.000,1128.7,On,3.698,Yes,10/23/2024,0.00,0.00,26,87.77,RTK Fixed,6.000,1.800,1.200,2.200,14.52,14.90,53.31,498.80,3,7774.6,138.83,7774.6,138.83,6.724,933.55,10/23/2024
-91.55967431,45.10308081,K-3,<1>,P9492AM-PBXP,272,89.61,15.00,11.09,2.000,1128.5,On,3.780,Yes,10/23/2024,0.00,0.00,26,89.61,RTK Fixed,6.000,1.800,1.200,2.200,13.92,15.66,53.31,499.00,3,7233.3,129.17,7290.0,130.18,6.873,894.78,10/23/2024
-91.55962965,45.10308178,K-3,<1>,P9492AM-PBXP,273,87.68,15.00,11.62,2.000,1128.3,On,3.960,Yes,10/23/2024,0.00,0.00,26,87.68,RTK Fixed,6.000,1.800,1.200,2.200,14.13,14.71,53.31,498.60,3,7067.2,126.20,7067.2,126.20,7.200,908.65,10/23/2024
-91.55958456,45.10308229,K-3,<1>,P9492AM-PBXP,274,89.73,15.00,11.79,2.000,1128.1,On,4.020,Yes,10/23/2024,0.00,0.00,26,89.73,RTK Fixed,6.000,1.800,1.200,2.200,15.33,15.09,53.31,497.90,3,7545.8,134.75,7553.7,134.89,7.308,985.82,10/23/2024
-91.55953932,45.10308381,K-3,<1>,P9492AM-PBXP,275,86.80,15.00,11.75,2.000,1127.8,On,4.005,Yes,10/23/2024,0.00,0.00,26,86.80,RTK Fixed,6.000,1.800,1.200,2.200,16.26,14.45,53.31,497.40,3,8039.7,143.57,8039.7,143.57,7.281,1045.4,10/23/2024
-91.55949461,45.10308417,K-3,<1>,P9492AM-PBXP,276,89.30,15.00,11.40,2.000,1127.6,On,3.885,Yes,10/23/2024,0.00,0.00,26,89.30,RTK Fixed,6.000,1.800,1.200,2.200,16.82,15.02,53.31,496.10,3,8571.1,153.06,8573.5,153.10,7.063,1081.4,10/23/2024
-91.55944978,45.10308526,K-3,<1>,P9492AM-PBXP,277,87.66,15.00,11.54,2.000,1127.3,On,3.934,Yes,10/23/2024,0.00,0.00,26,87.66,RTK Fixed,6.000,1.800,1.200,2.200,17.01,14.71,53.31,496.50,3,8561.3,152.88,8561.3,152.88,7.153,1093.5,10/23/2024
-91.55940529,45.10308574,K-3,<1>,P9492AM-PBXP,278,88.92,15.00,11.58,2.000,1127.2,On,3.948,Yes,10/23/2024,0.00,0.00,26,88.92,RTK Fixed,6.000,1.800,1.200,2.200,16.48,14.71,53.31,496.80,3,8263.4,147.56,8263.4,147.56,7.179,1059.3,10/23/2024
-91.55936030,45.10308624,K-3,<1>,P9492AM-PBXP,279,89.36,15.00,11.66,2.000,1126.9,On,3.975,Yes,10/23/2024,0.00,0.00,26,89.36,RTK Fixed,6.000,1.800,1.200,2.200,16.32,14.98,53.31,496.20,3,8128.4,145.15,8128.4,145.15,7.227,1049.0,10/23/2024
-91.55931569,45.10308661,K-3,<1>,P9492AM-PBXP,280,89.28,15.00,11.63,2.000,1126.6,On,3.964,Yes,10/23/2024,0.00,0.00,26,89.28,RTK Fixed,6.000,1.800,1.200,2.200,17.41,15.55,53.31,496.00,3,8640.6,154.30,8696.9,155.30,7.208,1119.4,10/23/2024
-91.55927079,45.10308718,K-3,<1>,P9492AM-PBXP,281,88.78,15.00,11.39,2.000,1126.4,On,3.882,Yes,10/23/2024,0.00,0.00,26,88.78,RTK Fixed,6.000,1.800,1.200,2.200,17.90,15.11,53.31,496.90,3,9117.6,162.81,9129.3,163.02,7.059,1150.7,10/23/2024
-91.55922592,45.10308771,K-3,<1>,P9492AM-PBXP,282,89.79,15.00,11.62,2.000,1126.1,On,3.961,Yes,10/23/2024,0.00,0.00,26,89.79,RTK Fixed,6.000,1.800,1.200,2.200,15.62,15.23,53.31,496.00,3,7785.5,139.03,7806.9,139.41,7.202,1004.1,10/23/2024
-91.55918080,45.10308794,K-3,<1>,P9492AM-PBXP,283,88.95,15.00,11.65,2.000,1125.8,On,3.971,Yes,10/23/2024,0.00,0.00,26,88.95,RTK Fixed,6.000,1.800,1.200,2.200,15.21,15.11,53.31,495.60,3,7575.3,135.27,7585.1,135.45,7.220,977.98,10/23/2024
-91.55913568,45.10308848,K-3,<1>,P9492AM-PBXP,284,89.24,15.00,11.73,2.000,1125.5,On,3.997,Yes,10/23/2024,0.00,0.00,26,89.24,RTK Fixed,6.000,1.800,1.200,2.200,14.62,15.17,53.31,495.40,3,7228.3,129.08,7242.5,129.33,7.268,939.95,10/23/2024
-91.55908965,45.10308832,K-3,<1>,P9492AM-PBXP,285,90.05,15.00,12.01,2.000,1125.1,On,4.095,Yes,10/23/2024,0.00,0.00,26,90.05,RTK Fixed,6.000,1.800,1.200,2.200,14.81,14.73,54.21,498.50,3,7161.7,127.89,7161.7,127.89,7.446,952.30,10/23/2024
-91.55904395,45.10308944,K-3,<1>,P9492AM-PBXP,286,88.10,15.00,11.80,2.000,1124.7,On,4.022,Yes,10/23/2024,0.00,0.00,26,88.10,RTK Fixed,6.000,1.800,1.200,2.200,16.75,14.86,54.21,497.10,3,8244.7,147.23,8244.7,147.23,7.312,1076.5,10/23/2024
-91.55899775,45.10309040,K-3,<1>,P9492AM-PBXP,287,87.90,15.00,11.89,2.000,1124.2,On,4.053,Yes,10/23/2024,0.00,0.00,26,87.90,RTK Fixed,6.000,1.800,1.200,2.200,17.56,14.34,54.21,499.00,3,8576.2,153.15,8576.2,153.15,7.369,1128.6,10/23/2024
-91.55895179,45.10309154,K-3,<1>,P9492AM-PBXP,288,87.81,15.00,11.89,2.000,1123.7,On,4.055,Yes,10/23/2024,0.00,0.00,26,87.81,RTK Fixed,6.000,1.800,1.200,2.200,18.03,14.98,54.21,498.50,3,8802.1,157.18,8802.1,157.18,7.373,1158.9,10/23/2024
-91.55890588,45.10309258,K-3,<1>,P9492AM-PBXP,289,88.67,15.00,12.22,2.000,1123.2,On,4.166,Yes,10/23/2024,0.00,0.00,26,88.67,RTK Fixed,6.000,1.800,1.200,2.200,18.97,15.23,54.21,497.40,3,8993.8,160.60,9018.4,161.04,7.574,1219.7,10/23/2024
-91.55885978,45.10309361,K-3,<1>,P9492AM-PBXP,290,88.19,15.00,11.93,2.000,1122.7,On,4.069,Yes,10/23/2024,0.00,0.00,26,88.19,RTK Fixed,6.000,1.800,1.200,2.200,18.33,15.44,54.21,496.50,3,8873.9,158.46,8920.2,159.29,7.398,1178.4,10/23/2024
-91.55881418,45.10309434,K-3,<1>,P9492AM-PBXP,291,88.90,15.00,11.53,2.000,1122.3,On,3.931,Yes,10/23/2024,0.00,0.00,26,88.90,RTK Fixed,6.000,1.800,1.200,2.200,19.13,16.12,54.21,495.90,3,9507.5,169.78,9634.8,172.05,7.148,1229.8,10/23/2024
-91.55876888,45.10309547,K-3,<1>,P9492AM-PBXP,292,87.17,15.00,11.62,2.000,1121.9,On,3.961,Yes,10/23/2024,0.00,0.00,26,87.17,RTK Fixed,6.000,1.800,1.200,2.200,20.21,16.76,54.21,493.70,3,9892.5,176.65,10102,180.39,7.202,1299.2,10/23/2024
-91.55872385,45.10309645,K-3,<1>,P9492AM-PBXP,293,88.54,15.00,11.58,2.000,1121.5,On,3.947,Yes,10/23/2024,0.00,0.00,26,88.54,RTK Fixed,6.000,1.800,1.200,2.200,19.40,16.63,54.21,493.60,3,9545.1,170.45,9731.7,173.78,7.176,1247.1,10/23/2024
-91.55867908,45.10309755,K-3,<1>,P9492AM-PBXP,294,88.08,15.00,11.07,2.000,1121.2,On,3.773,Yes,10/23/2024,0.00,0.00,26,88.08,RTK Fixed,6.000,1.800,1.200,2.200,19.29,16.88,54.21,492.00,3,9900.1,176.79,10124,180.80,6.860,1240.2,10/23/2024
-91.55863430,45.10309808,K-3,<1>,P9492AM-PBXP,295,89.18,15.00,11.65,2.000,1120.9,On,3.970,Yes,10/23/2024,0.00,0.00,26,89.18,RTK Fixed,6.000,1.800,1.200,2.200,18.77,17.01,54.21,492.80,3,9138.2,163.18,9359.9,167.14,7.218,1206.4,10/23/2024
-91.55858968,45.10309881,K-3,<1>,P9492AM-PBXP,296,88.95,15.00,11.16,2.000,1120.7,On,3.805,Yes,10/23/2024,0.00,0.00,26,88.95,RTK Fixed,6.000,1.800,1.200,2.200,19.01,17.01,55.11,493.40,3,9655.9,172.43,9890.2,176.61,6.919,1221.9,10/23/2024
-91.55854551,45.10309965,K-3,<1>,P9492AM-PBXP,297,88.81,15.00,11.73,2.000,1120.5,On,3.999,Yes,10/23/2024,0.00,0.00,26,88.81,RTK Fixed,6.000,1.800,1.200,2.200,21.09,17.59,54.21,491.90,3,10127,180.83,10444,186.51,7.271,1356.1,10/23/2024
-91.55850062,45.10310049,K-3,<1>,P9492AM-PBXP,298,88.79,15.00,11.46,2.000,1120.3,On,3.907,Yes,10/23/2024,0.00,0.00,26,88.79,RTK Fixed,6.000,1.800,1.200,2.200,20.68,18.09,54.21,491.60,3,10100,180.36,10482,187.17,7.103,1329.4,10/23/2024
-91.55845638,45.10310069,K-3,<1>,P9492AM-PBXP,299,89.50,15.00,11.44,2.000,1120.2,On,3.898,Yes,10/23/2024,0.00,0.00,26,89.50,RTK Fixed,6.000,1.800,1.200,2.200,21.97,18.35,54.21,490.50,3,10717,191.38,11156,199.22,7.088,1412.1,10/23/2024
-91.55841237,45.10310106,K-3,<1>,P9492AM-PBXP,300,89.68,15.00,10.75,2.000,1120.1,On,3.666,Yes,10/23/2024,0.00,0.00,26,89.68,RTK Fixed,6.000,1.800,1.200,2.200,21.35,19.37,54.21,488.10,3,10936,195.29,11529,205.87,6.666,1372.2,10/23/2024
-91.55836836,45.10310311,K-3,<1>,P9492AM-PBXP,301,83.02,15.00,11.63,2.000,1120.0,On,3.963,Yes,10/23/2024,0.00,0.00,26,83.02,RTK Fixed,6.000,1.800,1.200,2.200,21.72,19.49,54.21,488.00,3,10277,183.53,10851,193.76,7.206,1396.2,10/23/2024
-91.55832571,45.10310259,K-3,<1>,P9492AM-PBXP,302,90.77,15.00,11.60,2.000,1120.0,On,3.956,Yes,10/23/2024,0.00,0.00,26,90.77,RTK Fixed,6.000,1.800,1.200,2.200,21.68,19.17,54.21,484.10,3,10318,184.24,10850,193.75,7.192,1393.5,10/23/2024
-91.55828148,45.10310265,K-3,<1>,P9492AM-PBXP,303,90.33,15.00,10.60,2.000,1120.0,On,3.615,Yes,10/23/2024,0.00,0.00,26,90.33,RTK Fixed,6.000,1.800,1.200,2.200,21.40,18.03,54.21,489.30,3,11304,201.85,11721,209.31,6.573,1375.8,10/23/2024
-91.55823819,45.10310339,K-3,<1>,P9492AM-PBXP,304,88.90,15.00,11.75,2.000,1120.0,On,4.007,Yes,10/23/2024,0.00,0.00,26,88.90,RTK Fixed,6.000,1.800,1.200,2.200,17.89,18.22,54.21,488.30,3,8503.5,151.85,8838.6,157.83,7.285,1149.8,10/23/2024
-91.55819459,45.10310410,K-3,<1>,P9492AM-PBXP,305,88.39,15.00,10.80,2.000,1120.1,On,3.682,Yes,10/23/2024,0.00,0.00,26,88.39,RTK Fixed,6.000,1.800,1.200,2.200,19.48,17.01,54.21,488.60,3,10228,182.64,10476,187.08,6.695,1252.5,10/23/2024
-91.55815114,45.10310509,K-3,<1>,P9492AM-PBXP,306,89.81,15.00,11.19,2.000,1120.1,On,3.813,Yes,10/23/2024,0.00,0.00,26,89.81,RTK Fixed,6.000,1.800,1.200,2.200,21.19,17.01,54.21,488.10,3,10741,191.80,11001,196.45,6.933,1362.1,10/23/2024
-91.55810767,45.10310666,K-3,<1>,P9492AM-PBXP,307,86.70,15.00,11.36,2.000,1120.2,On,3.874,Yes,10/23/2024,0.00,0.00,26,86.70,RTK Fixed,6.000,1.800,1.200,2.200,20.94,17.52,54.21,488.40,3,10383,185.41,10700,191.07,7.044,1345.9,10/23/2024
-91.55806350,45.10310793,K-3,<1>,P9492AM-PBXP,308,86.28,15.00,10.79,2.000,1120.1,On,3.680,Yes,10/23/2024,0.00,0.00,26,86.28,RTK Fixed,6.000,1.800,1.200,2.200,22.40,17.33,54.21,485.60,3,11720,209.28,12050,215.19,6.690,1439.7,10/23/2024
-91.55802236,45.10310790,K-3,<1>,P9492AM-PBXP,309,90.04,15.00,11.36,2.000,1120.4,On,3.872,Yes,10/23/2024,0.00,0.00,26,90.04,RTK Fixed,6.000,1.800,1.200,2.200,21.33,17.77,54.21,484.30,3,10549,188.38,10905,194.73,7.041,1371.0,10/23/2024
-91.55797952,45.10310853,K-3,<1>,P9492AM-PBXP,310,88.37,15.00,11.49,2.000,1120.6,On,3.917,Yes,10/23/2024,0.00,0.00,26,88.37,RTK Fixed,6.000,1.800,1.200,2.200,20.15,18.09,54.21,485.30,3,9815.9,175.29,10187,181.90,7.121,1295.3,10/23/2024
-91.55793719,45.10310890,K-3,<1>,P9492AM-PBXP,311,89.34,15.00,10.70,2.000,1120.9,On,3.649,Yes,10/23/2024,0.00,0.00,26,89.34,RTK Fixed,6.000,1.800,1.200,2.200,20.14,17.46,54.21,483.60,3,10611,189.48,10926,195.12,6.635,1294.6,10/23/2024
-91.55789564,45.10310980,K-3,<1>,P9492AM-PBXP,312,88.25,15.00,11.05,2.000,1121.3,On,3.769,Yes,10/23/2024,0.00,0.00,26,88.25,RTK Fixed,6.000,1.800,1.200,2.200,19.97,17.84,54.21,485.10,3,10140,181.08,10491,187.33,6.852,1283.6,10/23/2024
-91.55785358,45.10311091,K-3,<1>,P9492AM-PBXP,313,87.99,15.00,10.70,2.000,1121.5,On,3.646,Yes,10/23/2024,0.00,0.00,26,87.99,RTK Fixed,6.000,1.800,1.200,2.200,20.35,16.88,54.21,483.40,3,10807,192.98,11052,197.36,6.629,1308.4,10/23/2024
-91.55781150,45.10311173,K-3,<1>,P9492AM-PBXP,314,87.87,15.00,10.78,2.000,1121.9,On,3.676,Yes,10/23/2024,0.00,0.00,26,87.87,RTK Fixed,6.000,1.800,1.200,2.200,19.60,17.08,54.21,485.30,3,10301,183.94,10559,188.55,6.684,1260.2,10/23/2024
-91.55777004,45.10311244,K-3,<1>,P9492AM-PBXP,315,88.87,15.00,10.78,2.000,1122.3,On,3.675,Yes,10/23/2024,0.00,0.00,26,88.87,RTK Fixed,6.000,1.800,1.200,2.200,19.71,17.46,54.21,485.90,3,10312,184.15,10619,189.63,6.683,1267.2,10/23/2024
-91.55772748,45.10311329,K-3,<1>,P9492AM-PBXP,316,88.99,15.00,10.92,2.000,1122.6,On,3.724,Yes,10/23/2024,0.00,0.00,26,88.99,RTK Fixed,6.000,1.800,1.200,2.200,17.75,16.63,54.21,484.10,3,9258.9,165.34,9440.0,168.57,6.771,1141.3,10/23/2024
-91.55768502,45.10311401,K-3,<1>,P9492AM-PBXP,317,88.65,15.00,10.89,2.000,1123.0,On,3.713,Yes,10/23/2024,0.00,0.00,26,88.65,RTK Fixed,6.000,1.800,1.200,2.200,17.08,16.38,54.21,484.50,3,8959.6,159.99,9107.1,162.63,6.750,1097.8,10/23/2024
-91.55764130,45.10311472,K-3,<1>,P9492AM-PBXP,318,88.56,15.00,11.22,2.000,1123.4,On,3.826,Yes,10/23/2024,0.00,0.00,26,88.56,RTK Fixed,6.000,1.800,1.200,2.200,16.72,16.76,54.21,486.60,3,8474.1,151.32,8653.3,154.52,6.957,1075.0,10/23/2024
-91.55759597,45.10311568,K-3,<1>,P9492AM-PBXP,319,88.78,15.00,11.68,2.000,1123.7,On,3.982,Yes,10/23/2024,0.00,0.00,26,88.78,RTK Fixed,6.000,1.800,1.200,2.200,17.74,15.93,54.21,486.90,3,8721.6,155.74,8818.6,157.48,7.241,1140.2,10/23/2024
-91.55754971,45.10311628,K-3,<1>,P9492AM-PBXP,320,89.07,15.00,11.79,2.000,1124.0,On,4.020,Yes,10/23/2024,0.00,0.00,26,89.07,RTK Fixed,6.000,1.800,1.200,2.200,15.40,16.23,54.21,486.30,3,7474.9,133.48,7584.9,135.45,7.310,990.05,10/23/2024
-91.55750343,45.10311641,K-3,<1>,P9492AM-PBXP,321,89.83,15.00,12.04,2.000,1124.4,On,4.105,Yes,10/23/2024,0.00,0.00,26,89.83,RTK Fixed,6.000,1.800,1.200,2.200,15.93,16.38,54.21,488.50,3,7556.2,134.93,7680.6,137.15,7.464,1023.8,10/23/2024
-91.55745677,45.10311696,K-3,<1>,P9492AM-PBXP,322,89.58,15.00,11.75,2.000,1124.6,On,4.006,Yes,10/23/2024,0.00,0.00,26,89.58,RTK Fixed,6.000,1.800,1.200,2.200,17.05,16.12,54.21,488.70,3,8318.3,148.54,8429.6,150.53,7.284,1096.4,10/23/2024
-91.55741026,45.10311746,K-3,<1>,P9492AM-PBXP,323,89.75,15.00,11.67,2.000,1125.0,On,3.977,Yes,10/23/2024,0.00,0.00,26,89.75,RTK Fixed,6.000,1.800,1.200,2.200,18.75,16.57,54.21,489.80,3,9165.4,163.67,9337.3,166.74,7.230,1205.6,10/23/2024
-91.55736376,45.10311860,K-3,<1>,P9492AM-PBXP,324,87.99,15.00,12.17,2.000,1125.2,On,4.149,Yes,10/23/2024,0.00,0.00,25,87.99,RTK Fixed,6.000,1.800,1.200,2.200,17.45,16.82,54.21,488.50,3,8150.2,145.54,8329.0,148.73,7.543,1122.0,10/23/2024
-91.55731718,45.10311885,K-3,<1>,P9492AM-PBXP,325,89.80,15.00,11.95,2.000,1125.5,On,4.072,Yes,10/23/2024,0.00,0.00,25,89.80,RTK Fixed,6.000,1.800,1.200,2.200,17.42,16.51,54.21,488.70,3,8318.0,148.54,8468.1,151.22,7.404,1119.7,10/23/2024
-91.55727102,45.10311946,K-3,<1>,P9492AM-PBXP,326,89.37,15.00,11.93,2.000,1125.9,On,4.067,Yes,10/23/2024,0.00,0.00,25,89.37,RTK Fixed,6.000,1.800,1.200,2.200,16.17,16.06,53.31,488.90,3,7773.8,138.82,7871.7,140.57,7.394,1039.4,10/23/2024
-91.55722498,45.10312026,K-3,<1>,P9492AM-PBXP,327,88.33,15.00,12.00,2.000,1126.2,On,4.090,Yes,10/23/2024,0.00,0.00,25,88.33,RTK Fixed,6.000,1.800,1.200,2.200,17.60,16.82,54.21,487.00,3,8338.2,148.90,8521.2,152.16,7.437,1131.7,10/23/2024
-91.55717884,45.10312099,K-3,<1>,P9492AM-PBXP,328,89.04,15.00,11.91,2.000,1126.5,On,4.062,Yes,10/23/2024,0.00,0.00,25,89.04,RTK Fixed,6.000,1.800,1.200,2.200,17.04,16.10,54.21,486.80,3,8198.0,146.39,8305.8,148.32,7.385,1095.4,10/23/2024
