Longitude,Latitude,Field,Dataset,Product,Obj. Id,Track(deg),Swth Wdth(ft),Distance(ft),Duration(s),Elevation(ft),Area Count,Speed(mph),Diff Status,Time,X Offset(ft),Y Offset(ft),Satellites,Hding Veh(deg),Diff Status,Active Rows((1)),VDOP,HDOP,PDOP,Crop Flw(M)(lb/s),Moisture(%),Grain Temp(°F),Elvtr Speed(rpm),Pass Num,Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Prod(ac/h),Crop Flw(V)(bu/h),Date
-91.57103848,45.09381031,4S North,<1>,P11A50,267,270.12,20.00,5.798,2.000,1128.0,On,1.977,Yes,10/5/2024,0.00,0.00,30,270.12,RTK Fixed,10.00,1.400,0.900,1.700,3.438,10.63,64.83,412.70,4,2583.0,43.05,2583.0,43.05,4.792,206.28,10/5/2024
-91.57105329,45.09380998,4S North,<1>,P11A50,268,269.57,20.00,6.421,2.000,1128.0,On,2.189,Yes,10/5/2024,0.00,0.00,30,269.57,RTK Fixed,10.00,1.400,0.900,1.700,2.985,10.05,64.83,415.30,4,2024.8,33.75,2024.8,33.75,5.307,179.09,10/5/2024
-91.57107334,45.09380962,4S North,<1>,P11A50,269,268.20,20.00,5.833,2.000,1128.1,On,1.988,Yes,10/5/2024,0.00,0.00,30,268.20,RTK Fixed,10.00,1.400,0.900,1.700,5.289,10.71,64.83,412.40,4,3949.7,65.83,3949.7,65.83,4.820,317.31,10/5/2024
-91.57110023,45.09380979,4S North,<1>,P11A50,270,271.21,20.00,7.655,2.000,1128.2,On,2.610,Yes,10/5/2024,0.00,0.00,30,271.21,RTK Fixed,10.00,1.400,0.900,1.700,5.180,10.83,64.83,410.60,4,2947.4,49.12,2947.4,49.12,6.327,310.79,10/5/2024
-91.57108533,45.09381050,4S North,<1>,P11A50,271,267.40,2.000,11.15,2.000,1128.0,On,3.800,Yes,10/5/2024,0.00,9.000,31,267.40,RTK Fixed,1.000,1.400,0.900,1.700,1.418,10.99,64.83,418.40,5,5543.3,92.39,5543.3,92.39,0.921,85.10,10/5/2024
-91.57112681,45.09381026,4S North,<1>,P11A50,272,269.70,20.00,9.343,2.000,1128.2,On,3.185,Yes,10/5/2024,0.00,0.00,31,269.70,RTK Fixed,10.00,1.400,0.900,1.700,6.397,10.36,64.83,418.90,5,2982.7,49.71,2982.7,49.71,7.722,383.85,10/5/2024
-91.57116378,45.09381033,4S North,<1>,P11A50,273,270.93,20.00,9.239,2.000,1128.5,On,3.150,Yes,10/5/2024,0.00,0.00,31,270.93,RTK Fixed,10.00,1.400,0.900,1.700,7.758,10.79,64.83,419.50,5,3657.6,60.96,3657.6,60.96,7.636,465.48,10/5/2024
-91.57120055,45.09381019,4S North,<1>,P11A50,274,269.86,20.00,9.598,2.000,1128.8,On,3.272,Yes,10/5/2024,0.00,0.00,31,269.86,RTK Fixed,10.00,1.400,0.900,1.700,8.070,10.36,64.83,415.20,5,3662.4,61.04,3662.4,61.04,7.932,484.20,10/5/2024
-91.57123717,45.09381000,4S North,<1>,P11A50,275,269.44,20.00,9.544,2.000,1129.1,On,3.253,Yes,10/5/2024,0.00,0.00,31,269.44,RTK Fixed,10.00,1.400,0.900,1.700,8.893,10.63,64.83,410.40,5,4059.2,67.65,4059.2,67.65,7.887,533.60,10/5/2024
-91.57127349,45.09380991,4S North,<1>,P11A50,276,270.12,20.00,9.290,2.000,1129.4,On,3.167,Yes,10/5/2024,0.00,0.00,31,270.12,RTK Fixed,10.00,1.400,0.900,1.700,7.639,10.24,64.83,407.20,5,3581.9,59.70,3581.9,59.70,7.678,458.36,10/5/2024
-91.57130957,45.09381003,4S North,<1>,P11A50,277,269.93,20.00,9.682,2.000,1129.8,On,3.301,Yes,10/5/2024,0.00,0.00,31,269.93,RTK Fixed,10.00,1.400,0.900,1.700,7.737,10.48,64.83,405.70,5,3480.9,58.02,3480.9,58.02,8.002,464.23,10/5/2024
-91.57134592,45.09380962,4S North,<1>,P11A50,278,269.23,20.00,9.401,2.000,1130.1,On,3.205,Yes,10/5/2024,0.00,0.00,31,269.23,RTK Fixed,10.00,1.400,0.900,1.700,7.833,9.890,64.83,404.30,5,3629.3,60.49,3629.3,60.49,7.770,469.98,10/5/2024
-91.57138283,45.09380960,4S North,<1>,P11A50,279,269.85,20.00,9.544,2.000,1130.3,On,3.253,Yes,10/5/2024,0.00,0.00,31,269.85,RTK Fixed,10.00,1.400,0.900,1.700,8.022,10.63,64.83,405.20,5,3661.5,61.03,3661.5,61.03,7.887,481.33,10/5/2024
-91.57141975,45.09380960,4S North,<1>,P11A50,280,269.89,20.00,9.713,2.000,1130.4,On,3.311,Yes,10/5/2024,0.00,0.00,31,269.89,RTK Fixed,10.00,1.400,0.900,1.700,7.796,9.930,64.83,400.60,5,3496.4,58.27,3496.4,58.27,8.027,467.78,10/5/2024
-91.57145767,45.09380933,4S North,<1>,P11A50,281,269.27,20.00,9.545,2.000,1130.3,On,3.254,Yes,10/5/2024,0.00,0.00,31,269.27,RTK Fixed,10.00,1.400,0.900,1.700,8.597,10.44,64.83,406.80,5,3923.2,65.39,3923.2,65.39,7.889,515.82,10/5/2024
-91.57149568,45.09380965,4S North,<1>,P11A50,282,270.37,20.00,9.883,2.000,1130.2,On,3.369,Yes,10/5/2024,0.00,0.00,31,270.37,RTK Fixed,10.00,1.400,0.900,1.700,7.634,9.930,64.83,406.30,5,3365.1,56.08,3365.1,56.08,8.167,458.06,10/5/2024
-91.57153366,45.09380978,4S North,<1>,P11A50,283,270.42,20.00,9.788,2.000,1130.0,On,3.337,Yes,10/5/2024,0.00,0.00,31,270.42,RTK Fixed,10.00,1.400,0.900,1.700,8.813,10.48,64.83,404.40,5,3922.2,65.37,3922.2,65.37,8.089,528.78,10/5/2024
-91.57157199,45.09380952,4S North,<1>,P11A50,284,269.24,20.00,9.735,2.000,1129.8,On,3.319,Yes,10/5/2024,0.00,0.00,30,269.24,RTK Fixed,10.00,1.400,0.900,1.700,8.958,9.935,64.83,407.50,5,4008.4,66.81,4008.4,66.81,8.045,537.48,10/5/2024
-91.57161010,45.09380971,4S North,<1>,P11A50,285,269.73,20.00,9.773,2.000,1129.5,On,3.332,Yes,10/5/2024,0.00,0.00,30,269.73,RTK Fixed,10.00,1.400,0.900,1.700,8.374,10.41,64.83,410.80,5,3732.2,62.20,3732.2,62.20,8.077,502.42,10/5/2024
-91.57164822,45.09380944,4S North,<1>,P11A50,286,269.75,20.00,9.518,2.000,1129.3,On,3.245,Yes,10/5/2024,0.00,0.00,30,269.75,RTK Fixed,10.00,1.400,0.900,1.700,8.774,10.37,64.83,408.20,5,4015.4,66.92,4015.4,66.92,7.866,526.43,10/5/2024
-91.57168608,45.09380953,4S North,<1>,P11A50,287,270.23,20.00,9.815,2.000,1129.1,On,3.346,Yes,10/5/2024,0.00,0.00,31,270.23,RTK Fixed,10.00,1.400,0.900,1.700,8.546,10.29,64.83,408.50,5,3792.9,63.22,3792.9,63.22,8.112,512.78,10/5/2024
-91.57172386,45.09380928,4S North,<1>,P11A50,288,269.31,20.00,9.613,2.000,1128.9,On,3.277,Yes,10/5/2024,0.00,0.00,31,269.31,RTK Fixed,10.00,1.400,0.900,1.700,7.960,10.25,64.83,407.80,5,3607.0,60.12,3607.0,60.12,7.944,477.60,10/5/2024
-91.57176172,45.09380897,4S North,<1>,P11A50,289,269.59,20.00,9.713,2.000,1128.8,On,3.311,Yes,10/5/2024,0.00,0.00,31,269.59,RTK Fixed,10.00,1.400,0.900,1.700,8.603,10.41,64.83,408.80,5,3858.3,64.30,3858.3,64.30,8.027,516.20,10/5/2024
-91.57179954,45.09380963,4S North,<1>,P11A50,290,271.43,20.00,10.05,2.000,1128.7,On,3.426,Yes,10/5/2024,0.00,0.00,30,271.43,RTK Fixed,10.00,1.400,0.900,1.700,7.980,10.33,63.93,409.70,5,3458.5,57.64,3458.5,57.64,8.306,478.78,10/5/2024
-91.57183734,45.09381013,4S North,<1>,P11A50,291,270.93,20.00,9.343,2.000,1128.5,On,3.185,Yes,10/5/2024,0.00,0.00,30,270.93,RTK Fixed,10.00,1.400,0.900,1.700,8.299,10.84,63.93,410.90,5,3869.3,64.49,3869.3,64.49,7.722,497.95,10/5/2024
-91.57187519,45.09380998,4S North,<1>,P11A50,292,269.62,20.00,9.824,2.000,1128.4,On,3.349,Yes,10/5/2024,0.00,0.00,30,269.62,RTK Fixed,10.00,1.400,0.900,1.700,7.868,9.779,63.93,406.70,5,3488.7,58.14,3488.7,58.14,8.119,472.09,10/5/2024
-91.57191311,45.09380910,4S North,<1>,P11A50,293,268.46,20.00,9.822,2.000,1128.2,On,3.349,Yes,10/5/2024,0.00,0.00,30,268.46,RTK Fixed,10.00,1.400,0.900,1.700,7.765,10.60,63.93,409.00,5,3443.7,57.40,3443.7,57.40,8.118,465.92,10/5/2024
-91.57195099,45.09380849,4S North,<1>,P11A50,294,268.68,20.00,9.954,2.000,1128.1,On,3.393,Yes,10/5/2024,0.00,0.00,30,268.68,RTK Fixed,10.00,1.400,0.900,1.700,7.819,10.29,63.93,406.80,5,3421.8,57.03,3421.8,57.03,8.226,469.14,10/5/2024
-91.57198909,45.09380804,4S North,<1>,P11A50,295,269.11,20.00,9.646,2.000,1127.9,On,3.288,Yes,10/5/2024,0.00,0.00,30,269.11,RTK Fixed,10.00,1.400,0.900,1.700,8.297,10.37,63.93,410.80,5,3747.1,62.45,3747.1,62.45,7.972,497.84,10/5/2024
-91.57202738,45.09380857,4S North,<1>,P11A50,296,271.76,20.00,10.09,2.000,1127.7,On,3.440,Yes,10/5/2024,0.00,0.00,29,271.76,RTK Fixed,10.00,1.400,0.900,1.700,7.505,10.56,63.93,411.00,5,3240.1,54.00,3240.1,54.00,8.339,450.32,10/5/2024
-91.57206610,45.09380861,4S North,<1>,P11A50,297,269.27,20.00,9.804,2.000,1127.4,On,3.342,Yes,10/5/2024,0.00,0.00,30,269.27,RTK Fixed,10.00,1.400,0.900,1.700,7.451,10.29,63.93,411.90,5,3310.5,55.17,3310.5,55.17,8.103,447.06,10/5/2024
-91.57210464,45.09380818,4S North,<1>,P11A50,298,269.82,20.00,10.11,2.000,1127.1,On,3.448,Yes,10/5/2024,0.00,0.00,30,269.82,RTK Fixed,10.00,1.400,0.900,1.700,8.051,10.29,63.93,408.10,5,3467.3,57.79,3467.3,57.79,8.359,483.03,10/5/2024
-91.57214326,45.09380859,4S North,<1>,P11A50,299,271.13,20.00,9.474,2.000,1126.8,On,3.230,Yes,10/5/2024,0.00,0.00,30,271.13,RTK Fixed,10.00,1.400,0.900,1.700,7.650,10.52,63.93,408.40,5,3517.4,58.62,3517.4,58.62,7.830,459.02,10/5/2024
-91.57218187,45.09380904,4S North,<1>,P11A50,300,270.34,20.00,10.09,2.000,1126.4,On,3.441,Yes,10/5/2024,0.00,0.00,30,270.34,RTK Fixed,10.00,1.400,0.900,1.700,8.462,10.02,63.93,408.10,5,3651.8,60.86,3651.8,60.86,8.342,507.73,10/5/2024
-91.57222032,45.09380944,4S North,<1>,P11A50,301,271.05,20.00,10.17,2.000,1126.1,On,3.466,Yes,10/5/2024,0.00,0.00,31,271.05,RTK Fixed,10.00,1.400,0.900,1.700,9.338,10.60,63.93,409.40,5,4001.0,66.68,4001.0,66.68,8.402,560.30,10/5/2024
-91.57225872,45.09380909,4S North,<1>,P11A50,302,269.30,20.00,9.653,2.000,1125.7,On,3.291,Yes,10/5/2024,0.00,0.00,31,269.30,RTK Fixed,10.00,1.400,0.900,1.700,8.672,10.37,63.93,405.30,5,3913.3,65.22,3913.3,65.22,7.978,520.32,10/5/2024
-91.57229709,45.09380882,4S North,<1>,P11A50,303,269.33,20.00,9.489,2.000,1125.4,On,3.235,Yes,10/5/2024,0.00,0.00,30,269.33,RTK Fixed,10.00,1.400,0.900,1.700,8.366,10.52,63.93,408.20,5,3840.4,64.01,3840.4,64.01,7.842,501.94,10/5/2024
-91.57233487,45.09380835,4S North,<1>,P11A50,304,269.28,20.00,9.779,2.000,1125.1,On,3.334,Yes,10/5/2024,0.00,0.00,31,269.28,RTK Fixed,10.00,1.400,0.900,1.700,8.036,10.68,63.93,405.50,5,3579.9,59.67,3579.9,59.67,8.082,482.19,10/5/2024
-91.57237268,45.09380795,4S North,<1>,P11A50,305,268.88,20.00,9.762,2.000,1124.9,On,3.328,Yes,10/5/2024,0.00,0.00,31,268.88,RTK Fixed,10.00,1.400,0.900,1.700,7.978,10.44,63.93,401.50,5,3559.8,59.33,3559.8,59.33,8.068,478.67,10/5/2024
-91.57240958,45.09380785,4S North,<1>,P11A50,306,271.00,20.00,9.316,2.000,1124.8,On,3.176,Yes,10/5/2024,0.00,0.00,30,271.00,RTK Fixed,10.00,1.400,0.900,1.700,7.231,10.60,63.93,404.20,5,3381.0,56.35,3381.0,56.35,7.699,433.84,10/5/2024
-91.57244548,45.09380703,4S North,<1>,P11A50,307,269.94,20.00,9.112,2.000,1124.8,On,3.106,Yes,10/5/2024,0.00,0.00,30,269.94,RTK Fixed,10.00,1.400,0.900,1.700,7.119,10.56,63.93,408.50,5,3403.3,56.72,3403.3,56.72,7.530,427.13,10/5/2024
-91.57248185,45.09380661,4S North,<1>,P11A50,308,268.68,20.00,9.812,2.000,1124.7,On,3.345,Yes,10/5/2024,0.00,0.00,30,268.68,RTK Fixed,10.00,1.400,0.900,1.700,7.716,10.88,63.93,404.00,5,3425.5,57.09,3425.5,57.09,8.109,462.94,10/5/2024
-91.57251822,45.09380667,4S North,<1>,P11A50,309,271.24,20.00,9.254,2.000,1124.5,On,3.155,Yes,10/5/2024,0.00,0.00,30,271.24,RTK Fixed,10.00,1.400,0.900,1.700,7.787,10.80,63.93,405.10,5,3665.5,61.09,3665.5,61.09,7.648,467.21,10/5/2024
-91.57255432,45.09380617,4S North,<1>,P11A50,310,269.42,20.00,9.139,2.000,1124.5,On,3.116,Yes,10/5/2024,0.00,0.00,31,269.42,RTK Fixed,10.00,1.400,0.900,1.700,7.590,10.60,63.93,405.40,5,3617.7,60.29,3617.7,60.29,7.553,455.40,10/5/2024
-91.57258919,45.09380548,4S North,<1>,P11A50,311,269.17,20.00,8.685,2.000,1124.6,On,2.961,Yes,10/5/2024,0.00,0.00,31,269.17,RTK Fixed,10.00,1.400,0.900,1.700,7.984,10.92,63.93,403.80,5,4004.4,66.74,4004.4,66.74,7.178,479.05,10/5/2024
-91.57262504,45.09380566,4S North,<1>,P11A50,312,269.92,20.00,9.086,2.000,1124.7,On,3.098,Yes,10/5/2024,0.00,0.00,31,269.92,RTK Fixed,10.00,1.400,0.900,1.700,7.697,10.68,63.93,402.90,5,3690.2,61.50,3690.2,61.50,7.509,461.84,10/5/2024
-91.57266130,45.09380600,4S North,<1>,P11A50,313,270.28,20.00,9.316,2.000,1124.7,On,3.176,Yes,10/5/2024,0.00,0.00,31,270.28,RTK Fixed,10.00,1.400,0.900,1.700,7.862,10.72,63.93,401.60,5,3676.5,61.27,3676.5,61.27,7.699,471.75,10/5/2024
-91.57269682,45.09380593,4S North,<1>,P11A50,314,270.18,20.00,9.478,2.000,1124.9,On,3.231,Yes,10/5/2024,0.00,0.00,31,270.18,RTK Fixed,10.00,1.400,0.900,1.700,8.099,10.56,63.93,400.20,5,3722.4,62.04,3722.4,62.04,7.833,485.96,10/5/2024
-91.57273282,45.09380612,4S North,<1>,P11A50,315,269.55,20.00,9.432,2.000,1125.0,On,3.216,Yes,10/5/2024,0.00,0.00,31,269.55,RTK Fixed,10.00,1.400,0.900,1.700,7.722,11.11,63.93,401.10,5,3565.9,59.43,3565.9,59.43,7.795,463.29,10/5/2024
-91.57276855,45.09380600,4S North,<1>,P11A50,316,268.92,20.00,9.228,2.000,1125.1,On,3.146,Yes,10/5/2024,0.00,0.00,31,268.92,RTK Fixed,10.00,1.400,0.900,1.700,7.595,10.60,63.93,397.80,5,3585.0,59.75,3585.0,59.75,7.627,455.69,10/5/2024
-91.57280471,45.09380597,4S North,<1>,P11A50,317,268.89,20.00,9.354,2.000,1125.2,On,3.189,Yes,10/5/2024,0.00,0.00,31,268.89,RTK Fixed,10.00,1.400,0.900,1.700,7.735,11.03,63.93,403.20,5,3601.9,60.03,3601.9,60.03,7.731,464.08,10/5/2024
-91.57284037,45.09380590,4S North,<1>,P11A50,318,269.53,20.00,8.311,2.000,1125.2,On,2.833,Yes,10/5/2024,0.00,0.00,31,269.53,RTK Fixed,10.00,1.400,0.900,1.700,4.972,11.34,63.93,398.00,5,2605.9,43.43,2605.9,43.43,6.869,298.33,10/5/2024
-91.57286830,45.09380566,4S North,<1>,P11A50,319,269.40,20.00,6.879,2.000,1125.4,On,2.345,Yes,10/5/2024,0.00,0.00,31,269.40,RTK Fixed,10.00,1.400,0.900,1.700,4.844,10.80,63.93,405.00,5,3067.5,51.13,3067.5,51.13,5.685,290.64,10/5/2024
-91.57289602,45.09380645,4S North,<1>,P11A50,320,272.74,20.00,6.928,2.000,1125.5,On,2.362,Yes,10/5/2024,0.00,0.00,31,272.74,RTK Fixed,10.00,1.400,0.900,1.700,4.468,11.54,63.93,403.10,5,2809.1,46.82,2809.1,46.82,5.726,268.07,10/5/2024
-91.57292373,45.09380695,4S North,<1>,P11A50,321,271.45,20.00,7.683,2.000,1125.6,On,2.619,Yes,10/5/2024,0.00,0.00,31,271.45,RTK Fixed,10.00,1.400,0.900,1.700,3.422,12.01,63.93,402.60,5,1940.4,32.34,1940.4,32.34,6.349,205.33,10/5/2024
-91.57309067,45.09383981,4S North,<1>,P11A50,322,281.07,14.00,5.175,2.000,1126.0,On,1.764,Yes,10/5/2024,0.00,3.000,31,281.07,RTK Fixed,7.000,1.400,0.900,1.700,0.828,12.43,63.93,419.10,6,995.78,16.60,995.78,16.60,2.994,49.68,10/5/2024
-91.57310779,45.09384170,4S North,<1>,P11A50,323,279.00,16.00,4.779,2.000,1126.3,On,1.629,Yes,10/5/2024,0.00,2.000,30,279.00,RTK Fixed,8.000,1.400,0.900,1.700,1.694,12.43,63.93,413.90,6,1929.9,32.17,1929.9,32.17,3.160,101.63,10/5/2024
-91.57312771,45.09384398,4S North,<1>,P11A50,324,277.13,18.00,5.537,2.000,1126.4,On,1.888,Yes,10/5/2024,0.00,1.000,30,277.13,RTK Fixed,9.000,1.400,0.900,1.700,1.270,12.47,63.93,403.90,6,1110.4,18.51,1110.4,18.51,4.119,76.22,10/5/2024
-91.57314692,45.09384673,4S North,<1>,P11A50,325,280.01,20.00,5.175,2.000,1126.7,On,1.764,Yes,10/5/2024,0.00,0.00,30,280.01,RTK Fixed,10.00,1.400,0.900,1.700,2.006,12.55,63.93,404.70,6,1688.7,28.14,1688.7,28.14,4.277,120.36,10/5/2024
-91.57315998,45.09384771,4S North,<1>,P11A50,326,277.31,20.00,3.928,2.000,1127.0,On,1.339,Yes,10/5/2024,0.00,0.00,30,277.31,RTK Fixed,10.00,1.400,0.900,1.700,3.216,12.59,63.93,408.10,6,3566.5,59.44,3566.5,59.44,3.246,192.96,10/5/2024
-91.57318102,45.09384823,4S North,<1>,P11A50,327,270.72,20.00,5.720,2.000,1127.0,On,1.950,Yes,10/5/2024,0.00,0.00,30,270.72,RTK Fixed,10.00,1.400,0.900,1.700,3.375,12.59,64.83,407.10,6,2570.5,42.84,2570.5,42.84,4.727,202.51,10/5/2024
-91.57320227,45.09384760,4S North,<1>,P11A50,328,267.22,20.00,6.053,2.000,1127.1,On,2.064,Yes,10/5/2024,0.00,0.00,30,267.22,RTK Fixed,10.00,1.400,0.900,1.700,3.550,12.59,64.83,408.20,6,2554.9,42.58,2554.9,42.58,5.003,213.02,10/5/2024
-91.57322299,45.09384688,4S North,<1>,P11A50,329,267.50,20.00,5.306,2.000,1127.3,On,1.809,Yes,10/5/2024,0.00,0.00,30,267.50,RTK Fixed,10.00,1.400,0.900,1.700,4.373,12.63,64.83,405.10,6,3589.8,59.83,3589.8,59.83,4.385,262.35,10/5/2024
-91.57324729,45.09384720,4S North,<1>,P11A50,330,270.72,20.00,7.573,2.000,1127.6,On,2.582,Yes,10/5/2024,0.00,0.00,30,270.72,RTK Fixed,10.00,1.400,0.900,1.700,6.010,11.53,64.83,398.80,6,3457.0,57.62,3457.0,57.62,6.259,360.62,10/5/2024
-91.57327806,45.09384736,4S North,<1>,P11A50,331,269.76,20.00,8.022,2.000,1127.8,On,2.735,Yes,10/5/2024,0.00,0.00,30,269.76,RTK Fixed,10.00,1.400,0.900,1.700,6.950,12.04,64.83,406.30,6,3773.9,62.90,3773.9,62.90,6.629,416.99,10/5/2024
-91.57331094,45.09384663,4S North,<1>,P11A50,332,268.17,20.00,8.807,2.000,1128.1,On,3.002,Yes,10/5/2024,0.00,0.00,30,268.17,RTK Fixed,10.00,1.400,0.900,1.700,7.558,11.22,64.83,405.60,6,3738.3,62.30,3738.3,62.30,7.279,453.50,10/5/2024
-91.57334453,45.09384568,4S North,<1>,P11A50,333,268.45,20.00,9.199,2.000,1128.4,On,3.136,Yes,10/5/2024,0.00,0.00,31,268.45,RTK Fixed,10.00,1.400,0.900,1.700,7.846,10.91,64.83,406.50,6,3715.5,61.93,3715.5,61.93,7.603,470.79,10/5/2024
-91.57337838,45.09384523,4S North,<1>,P11A50,334,268.93,20.00,8.805,2.000,1128.7,On,3.002,Yes,10/5/2024,0.00,0.00,31,268.93,RTK Fixed,10.00,1.400,0.900,1.700,6.747,10.40,64.83,403.80,6,3337.9,55.63,3337.9,55.63,7.277,404.84,10/5/2024
-91.57341215,45.09384499,4S North,<1>,P11A50,335,269.79,20.00,8.539,2.000,1129.0,On,2.911,Yes,10/5/2024,0.00,0.00,31,269.79,RTK Fixed,10.00,1.400,0.900,1.700,7.141,10.36,64.83,402.70,6,3642.9,60.71,3642.9,60.71,7.057,428.48,10/5/2024
-91.57344587,45.09384509,4S North,<1>,P11A50,336,269.37,20.00,8.855,2.000,1129.3,On,3.019,Yes,10/5/2024,0.00,0.00,31,269.37,RTK Fixed,10.00,1.400,0.900,1.700,6.634,10.59,64.83,404.40,6,3263.5,54.39,3263.5,54.39,7.318,398.04,10/5/2024
-91.57347950,45.09384524,4S North,<1>,P11A50,337,269.47,20.00,8.550,2.000,1129.6,On,2.915,Yes,10/5/2024,0.00,0.00,31,269.47,RTK Fixed,10.00,1.400,0.900,1.700,6.297,10.09,64.83,398.30,6,3208.2,53.47,3208.2,53.47,7.066,377.83,10/5/2024
-91.57350952,45.09384409,4S North,<1>,P11A50,338,266.67,20.00,7.672,2.000,1129.8,On,2.615,Yes,10/5/2024,0.00,0.00,31,266.67,RTK Fixed,10.00,1.400,0.900,1.700,6.087,10.40,64.83,406.60,6,3456.1,57.60,3456.1,57.60,6.340,365.21,10/5/2024
-91.57353887,45.09384465,4S North,<1>,P11A50,339,271.80,20.00,7.695,2.000,1130.1,On,2.623,Yes,10/5/2024,0.00,0.00,31,271.80,RTK Fixed,10.00,1.400,0.900,1.700,5.542,10.63,64.83,401.80,6,3137.1,52.29,3137.1,52.29,6.360,332.53,10/5/2024
-91.57356879,45.09384421,4S North,<1>,P11A50,340,268.99,20.00,8.310,2.000,1130.3,On,2.833,Yes,10/5/2024,0.00,0.00,31,268.99,RTK Fixed,10.00,1.400,0.900,1.700,6.241,10.52,64.83,402.80,6,3271.5,54.53,3271.5,54.53,6.867,374.45,10/5/2024
-91.57359896,45.09384305,4S North,<1>,P11A50,341,267.10,20.00,8.036,2.000,1130.6,On,2.740,Yes,10/5/2024,0.00,0.00,31,267.10,RTK Fixed,10.00,1.400,0.900,1.700,6.920,10.32,64.83,404.20,6,3750.7,62.51,3750.7,62.51,6.641,415.17,10/5/2024
-91.57363013,45.09384281,4S North,<1>,P11A50,342,269.61,20.00,8.282,2.000,1130.9,On,2.824,Yes,10/5/2024,0.00,0.00,31,269.61,RTK Fixed,10.00,1.400,0.900,1.700,6.705,10.48,64.83,404.50,6,3526.4,58.77,3526.4,58.77,6.845,402.29,10/5/2024
-91.57366219,45.09384287,4S North,<1>,P11A50,343,270.20,20.00,8.226,2.000,1131.1,On,2.804,Yes,10/5/2024,0.00,0.00,31,270.20,RTK Fixed,10.00,1.400,0.900,1.700,6.721,10.21,64.83,404.90,6,3559.2,59.32,3559.2,59.32,6.798,403.27,10/5/2024
-91.57369443,45.09384291,4S North,<1>,P11A50,344,270.44,20.00,8.124,2.000,1131.4,On,2.769,Yes,10/5/2024,0.00,0.00,31,270.44,RTK Fixed,10.00,1.400,0.900,1.700,6.522,10.52,64.83,401.10,6,3497.1,58.28,3497.1,58.28,6.714,391.31,10/5/2024
-91.57372607,45.09384339,4S North,<1>,P11A50,345,271.98,20.00,8.191,2.000,1131.7,On,2.792,Yes,10/5/2024,0.00,0.00,31,271.98,RTK Fixed,10.00,1.400,0.900,1.700,6.011,10.63,64.83,398.00,6,3196.8,53.28,3196.8,53.28,6.770,360.68,10/5/2024
-91.57375468,45.09384267,4S North,<1>,P11A50,346,267.27,20.00,6.079,2.000,1132.0,On,2.072,Yes,10/5/2024,0.00,0.00,31,267.27,RTK Fixed,10.00,1.400,0.900,1.700,5.829,10.21,64.83,398.70,6,4177.4,69.62,4177.4,69.62,5.024,349.76,10/5/2024
-91.57378119,45.09384192,4S North,<1>,P11A50,347,268.08,20.00,6.567,2.000,1132.3,On,2.239,Yes,10/5/2024,0.00,0.00,31,268.08,RTK Fixed,10.00,1.400,0.900,1.700,5.841,10.63,64.83,396.00,6,3874.2,64.57,3874.2,64.57,5.427,350.45,10/5/2024
-91.57380907,45.09384161,4S North,<1>,P11A50,348,269.48,20.00,7.599,2.000,1132.5,On,2.590,Yes,10/5/2024,0.00,0.00,31,269.48,RTK Fixed,10.00,1.400,0.900,1.700,5.039,10.83,64.83,406.30,6,2888.5,48.14,2888.5,48.14,6.280,302.33,10/5/2024
-91.57383971,45.09384204,4S North,<1>,P11A50,349,271.37,20.00,7.909,2.000,1132.7,On,2.696,Yes,10/5/2024,0.00,0.00,31,271.37,RTK Fixed,10.00,1.400,0.900,1.700,5.306,10.59,64.83,404.30,6,2922.3,48.70,2922.3,48.70,6.536,318.34,10/5/2024
-91.57386972,45.09384221,4S North,<1>,P11A50,350,270.94,20.00,7.694,2.000,1133.1,On,2.623,Yes,10/5/2024,0.00,0.00,31,270.94,RTK Fixed,10.00,1.400,0.900,1.700,6.077,10.48,64.83,406.00,6,3441.0,57.35,3441.0,57.35,6.358,364.65,10/5/2024
-91.57390015,45.09384315,4S North,<1>,P11A50,351,272.47,20.00,8.135,2.000,1133.5,On,2.773,Yes,10/5/2024,0.00,0.00,31,272.47,RTK Fixed,10.00,1.400,0.900,1.700,6.108,10.67,64.83,402.80,6,3270.6,54.51,3270.6,54.51,6.723,366.46,10/5/2024
-91.57393202,45.09384290,4S North,<1>,P11A50,352,269.39,20.00,8.594,2.000,1133.8,On,2.930,Yes,10/5/2024,0.00,0.00,31,269.39,RTK Fixed,10.00,1.400,0.900,1.700,6.210,10.21,64.83,403.20,6,3147.7,52.46,3147.7,52.46,7.102,372.60,10/5/2024
-91.57396359,45.09384399,4S North,<1>,P11A50,353,274.20,20.00,8.273,2.000,1134.2,On,2.820,Yes,10/5/2024,0.00,0.00,31,274.20,RTK Fixed,10.00,1.400,0.900,1.700,5.760,10.59,64.83,401.70,6,3033.0,50.55,3033.0,50.55,6.837,345.62,10/5/2024
-91.57399514,45.09384453,4S North,<1>,P11A50,354,270.92,20.00,8.488,2.000,1134.5,On,2.894,Yes,10/5/2024,0.00,0.00,31,270.92,RTK Fixed,10.00,1.400,0.900,1.700,5.668,10.71,64.83,400.80,6,2908.5,48.47,2908.5,48.47,7.015,340.05,10/5/2024
